,month,inventory,counts,ln_area,year,min,median,max,mean,ls_binom
1123,7,seattle,1,-5.596723402362794,1991,9.475000381469727,10.763500213623047,11.581000328063965,10.706250508626303,1
1124,8,seattle,1,-5.596723402362794,1991,48.76499938964844,51.634498596191406,53.64400100708008,51.44070943196615,1
1125,9,seattle,0,-5.596723402362794,1991,7.539000034332275,9.323999404907227,11.482000350952148,9.571624755859375,0
1126,10,seattle,0,-5.596723402362794,1991,32.20899963378906,37.100502014160156,39.358001708984375,36.7332509358724,0
1127,11,seattle,1,-5.596723402362794,1991,142.06900024414062,150.83999633789062,155.41600036621094,150.46162923177084,1
1128,12,seattle,0,-5.596723402362794,1991,57.000999450683594,71.14500427246094,79.66300201416016,70.69200134277344,0
1129,1,seattle,3,-5.596723402362794,1992,145.44400024414062,175.9320068359375,189.73199462890625,173.748291015625,1
1130,2,seattle,0,-5.596723402362794,1992,95.42400360107422,105.42799377441406,111.87899780273438,104.91129557291667,0
1131,3,seattle,0,-5.596723402362794,1992,30.198999404907227,39.16350173950195,43.32500076293945,38.28633371988932,0
1132,4,seattle,0,-5.596723402362794,1992,65.59600067138672,75.86750030517578,88.01300048828125,77.63716634114583,0
1133,5,seattle,0,-5.596723402362794,1992,12.11400032043457,23.057498931884766,28.343000411987305,22.715540568033855,0
1134,6,seattle,0,-5.596723402362794,1992,26.194000244140625,29.89900016784668,35.20000076293945,29.54254150390625,0
1135,7,seattle,0,-5.596723402362794,1992,28.165000915527344,34.07849884033203,37.99300003051758,33.5225830078125,0
1136,8,seattle,0,-5.596723402362794,1992,15.772000312805176,17.345001220703125,22.211999893188477,17.86908213297526,0
1137,9,seattle,1,-5.596723402362794,1992,41.97999954223633,52.920501708984375,59.779998779296875,52.3204600016276,1
1138,10,seattle,0,-5.596723402362794,1992,33.27199935913086,38.483001708984375,48.23500061035156,39.425252278645836,0
1139,11,seattle,1,-5.596723402362794,1992,153.81300354003906,163.302490234375,169.19200134277344,162.8907470703125,1
1140,12,seattle,0,-5.596723402362794,1992,85.68699645996094,104.67749786376953,112.5790023803711,103.33475748697917,0
1141,1,seattle,0,-5.596723402362794,1993,54.167999267578125,75.47900390625,101.19599914550781,76.9065450032552,0
1142,2,seattle,0,-5.596723402362794,1993,10.09000015258789,12.885499954223633,14.880999565124512,12.71554183959961,0
1143,3,seattle,0,-5.596723402362794,1993,91.70500183105469,102.77300262451172,111.69400024414062,102.62086995442708,0
1144,4,seattle,0,-5.596723402362794,1993,118.79100036621094,129.26748657226562,145.89599609375,130.73220825195312,0
1145,5,seattle,0,-5.596723402362794,1993,60.0099983215332,62.18199920654297,66.54000091552734,62.92029317220052,0
1146,6,seattle,0,-5.596723402362794,1993,55.47600173950195,67.91650390625,73.1449966430664,66.45791625976562,0
1147,7,seattle,0,-5.596723402362794,1993,39.362998962402344,44.83899688720703,52.2239990234375,45.34449768066406,0
1148,8,seattle,0,-5.596723402362794,1993,7.090000152587891,11.152000427246094,13.36400032043457,10.574583689371744,0
1149,9,seattle,0,-5.596723402362794,1993,0.0,0.0,0.9179999828338623,0.1789583365122477,0
1150,10,seattle,0,-5.596723402362794,1993,39.404998779296875,40.66849899291992,43.13100051879883,40.84620666503906,0
1151,11,seattle,0,-5.596723402362794,1993,39.801998138427734,47.03399658203125,52.65999984741211,46.727996826171875,0
1152,12,seattle,1,-5.596723402362794,1993,144.18800354003906,159.17849731445312,173.92999267578125,158.52286783854166,1
1153,1,seattle,1,-5.596723402362794,1994,65.1969985961914,77.4645004272461,90.09400177001953,77.23487345377605,1
1154,2,seattle,0,-5.596723402362794,1994,106.51200103759766,121.84300231933594,140.64300537109375,123.02541097005208,0
1155,3,seattle,0,-5.596723402362794,1994,61.757999420166016,85.99949645996094,95.3280029296875,84.65262858072917,0
1156,4,seattle,0,-5.596723402362794,1994,56.03799819946289,60.486000061035156,64.8489990234375,60.59924825032552,0
1157,5,seattle,0,-5.596723402362794,1994,29.649999618530273,31.472999572753906,33.61899948120117,31.630752563476562,0
1158,6,seattle,0,-5.596723402362794,1994,41.26100158691406,44.933502197265625,46.45500183105469,44.65937296549479,0
1159,7,seattle,0,-5.596723402362794,1994,9.66100025177002,13.16200065612793,27.371000289916992,14.5262082417806,0
1160,8,seattle,0,-5.596723402362794,1994,4.546000003814697,5.076999664306641,6.915999889373779,5.323875109354655,0
1161,9,seattle,1,-5.596723402362794,1994,26.597000122070312,30.226499557495117,35.80400085449219,30.590291341145832,1
1162,10,seattle,0,-5.596723402362794,1994,68.4260025024414,73.47900390625,85.072998046875,75.0941670735677,0
1163,11,seattle,0,-5.596723402362794,1994,126.52300262451172,146.08151245117188,158.82400512695312,144.93988037109375,0
1164,12,seattle,1,-5.596723402362794,1994,208.44500732421875,239.97450256347656,256.0769958496094,238.38570149739584,1
1165,1,seattle,2,-5.596723402362794,1995,96.46600341796875,110.04750061035156,120.5780029296875,109.95137532552083,1
1166,2,seattle,1,-5.596723402362794,1995,100.91799926757812,121.02400207519531,139.6540069580078,121.34016927083333,1
1167,3,seattle,1,-5.596723402362794,1995,108.31300354003906,116.14500427246094,134.5570068359375,118.41507975260417,1
1168,4,seattle,0,-5.596723402362794,1995,61.507999420166016,74.0155029296875,81.5199966430664,73.00658162434895,0
1169,5,seattle,0,-5.596723402362794,1995,19.601999282836914,22.367000579833984,23.61400032043457,22.09045918782552,0
1170,6,seattle,1,-5.596723402362794,1995,30.187000274658203,33.56949996948242,36.55699920654297,33.86854044596354,1
1171,7,seattle,0,-5.596723402362794,1995,28.354999542236328,33.56399917602539,35.24399948120117,33.242289225260414,0
1172,8,seattle,1,-5.596723402362794,1995,53.89500045776367,61.837501525878906,65.74099731445312,61.37354532877604,1
1173,9,seattle,0,-5.596723402362794,1995,25.854000091552734,28.83300018310547,32.14400100708008,28.896331787109375,0
1174,10,seattle,0,-5.596723402362794,1995,100.55699920654297,108.06199645996094,112.62100219726562,106.911376953125,0
1175,11,seattle,1,-5.596723402362794,1995,186.33099365234375,216.91549682617188,245.64500427246094,218.7714640299479,1
1176,12,seattle,3,-5.596723402362794,1995,169.60299682617188,194.54550170898438,209.30299377441406,193.7512003580729,1
1177,1,seattle,1,-5.596723402362794,1996,140.24099731445312,170.09649658203125,180.3679962158203,166.36770629882812,1
1178,2,seattle,48,-5.596723402362794,1996,182.05799865722656,207.6044921875,221.13600158691406,204.88224283854166,1
1179,3,seattle,3,-5.596723402362794,1996,32.457000732421875,42.7234992980957,46.23400115966797,41.463541666666664,1
1180,4,seattle,0,-5.596723402362794,1996,147.41200256347656,165.05300903320312,177.19700622558594,163.1047566731771,0
1181,5,seattle,1,-5.596723402362794,1996,78.22100067138672,93.510498046875,101.02400207519531,92.40712483723958,1
1182,6,seattle,0,-5.596723402362794,1996,10.293000221252441,11.201499938964844,12.979000091552734,11.213208516438803,0
1183,7,seattle,0,-5.596723402362794,1996,18.139999389648438,18.592498779296875,19.673999786376953,18.702374776204426,0
1184,8,seattle,0,-5.596723402362794,1996,25.47599983215332,26.94300079345703,28.466999053955078,26.8718744913737,0
1185,9,seattle,0,-5.596723402362794,1996,51.45100021362305,56.212501525878906,58.47200012207031,55.79829406738281,0
1186,10,seattle,1,-5.596723402362794,1996,139.88299560546875,147.45849609375,157.41299438476562,147.61566162109375,1
1187,11,seattle,0,-5.596723402362794,1996,123.68399810791016,134.6820068359375,145.7949981689453,135.36416625976562,0
1188,12,seattle,8,-5.596723402362794,1996,211.50999450683594,244.2949981689453,271.2340087890625,244.22416178385416,1
1189,1,seattle,240,-5.596723402362794,1997,178.93499755859375,204.94699096679688,221.3990020751953,202.48478190104166,1
1190,2,seattle,6,-5.596723402362794,1997,53.7130012512207,58.9370002746582,65.52200317382812,59.13800048828125,1
1191,3,seattle,53,-5.596723402362794,1997,176.4250030517578,206.3300018310547,225.73699951171875,204.91483561197916,1
1192,4,seattle,1,-5.596723402362794,1997,86.52100372314453,103.21099853515625,116.14299774169922,102.55887858072917,1
1193,5,seattle,1,-5.596723402362794,1997,56.064998626708984,61.667999267578125,68.51899719238281,61.988037109375,1
1194,6,seattle,1,-5.596723402362794,1997,79.83100128173828,88.75799560546875,93.65899658203125,87.58599853515625,1
1195,7,seattle,0,-5.596723402362794,1997,33.54100036621094,36.38800048828125,42.375,37.15087381998698,0
1196,8,seattle,0,-5.596723402362794,1997,34.54600143432617,37.666500091552734,42.215999603271484,37.74262491861979,0
1197,9,seattle,1,-5.596723402362794,1997,74.26000213623047,78.3864974975586,85.09600067138672,79.20620727539062,1
1198,10,seattle,2,-5.596723402362794,1997,159.5189971923828,179.25750732421875,216.25100708007812,182.68387858072916,1
1199,11,seattle,2,-5.596723402362794,1997,86.08499908447266,96.69099426269531,117.01899719238281,97.92974853515625,1
1200,12,seattle,2,-5.596723402362794,1997,74.40299987792969,88.60700225830078,103.78800201416016,90.0762939453125,1
1201,1,seattle,8,-5.596723402362794,1998,206.1479949951172,225.51199340820312,269.0950012207031,230.55037434895834,1
1202,2,seattle,4,-5.596723402362794,1998,73.6760025024414,85.83799743652344,115.74500274658203,88.53963216145833,1
1203,3,seattle,1,-5.596723402362794,1998,95.60800170898438,104.48799896240234,118.94000244140625,105.29188028971355,1
1204,4,seattle,0,-5.596723402362794,1998,24.73699951171875,30.312000274658203,35.51300048828125,30.290415445963543,0
1205,5,seattle,1,-5.596723402362794,1998,51.198001861572266,55.464500427246094,59.6609992980957,55.48716735839844,1
1206,6,seattle,1,-5.596723402362794,1998,27.06800079345703,32.97699737548828,37.65800094604492,32.90870920817057,1
1207,7,seattle,0,-5.596723402362794,1998,8.92300033569336,10.004499435424805,16.229999542236328,10.757667541503906,0
1208,8,seattle,1,-5.596723402362794,1998,5.861000061035156,7.366000175476074,8.461000442504883,7.2962086995442705,1
1209,9,seattle,1,-5.596723402362794,1998,12.930999755859375,14.208000183105469,14.687000274658203,14.129750569661459,1
1210,10,seattle,0,-5.596723402362794,1998,74.82499694824219,83.07699584960938,91.54000091552734,83.03366597493489,0
1211,11,seattle,1,-5.596723402362794,1998,250.5189971923828,282.239990234375,316.8940124511719,283.6996256510417,1
1212,12,seattle,0,-5.596723402362794,1998,182.24400329589844,229.57699584960938,266.8280029296875,230.04899088541666,0
1213,1,seattle,12,-5.596723402362794,1999,185.30799865722656,207.9429931640625,245.23500061035156,211.781005859375,1
1214,2,seattle,10,-5.596723402362794,1999,217.51699829101562,242.2115020751953,297.072998046875,247.0863240559896,1
1215,3,seattle,0,-5.596723402362794,1999,108.79000091552734,125.23500061035156,146.54200744628906,126.21012369791667,0
1216,4,seattle,4,-5.596723402362794,1999,31.420000076293945,36.66100311279297,41.88199996948242,36.35808308919271,1
1217,5,seattle,1,-5.596723402362794,1999,46.185001373291016,51.02199935913086,58.22600173950195,51.03262837727865,1
1218,6,seattle,0,-5.596723402362794,1999,40.573001861572266,55.253997802734375,64.08399963378906,53.40312703450521,0
1219,7,seattle,1,-5.596723402362794,1999,25.933000564575195,29.67099952697754,32.513999938964844,29.635335286458332,1
1220,8,seattle,1,-5.596723402362794,1999,18.968000411987305,22.94499969482422,27.174999237060547,22.849416097005207,1
1221,9,seattle,1,-5.596723402362794,1999,5.696000099182129,11.51200008392334,16.288999557495117,11.494124094645182,1
1222,10,seattle,1,-5.596723402362794,1999,68.29299926757812,80.04150390625,92.86499786376953,80.206787109375,1
1223,11,seattle,2,-5.596723402362794,1999,251.7209930419922,271.24249267578125,291.03399658203125,271.01495361328125,1
1224,12,seattle,3,-5.596723402362794,1999,114.63200378417969,149.40850830078125,187.4290008544922,152.52520751953125,1
1225,1,seattle,2,-5.596723402362794,2000,101.81800079345703,115.77300262451172,143.68899536132812,117.74546305338542,1
1226,2,seattle,1,-5.596723402362794,2000,114.72599792480469,132.25900268554688,144.2790069580078,131.00991821289062,1
1227,3,seattle,2,-5.596723402362794,2000,82.83599853515625,90.010498046875,97.77200317382812,90.45091756184895,1
1228,4,seattle,0,-5.596723402362794,2000,37.619998931884766,44.92949676513672,51.28200149536133,44.638081868489586,0
1229,5,seattle,0,-5.596723402362794,2000,72.65399932861328,81.53250122070312,86.36299896240234,80.52125040690105,0
1230,6,seattle,0,-5.596723402362794,2000,26.093000411987305,38.42399978637695,53.26900100708008,38.84566752115885,0
1231,7,seattle,0,-5.596723402362794,2000,5.798999786376953,9.708499908447266,12.076000213623047,9.349541982014975,0
1232,8,seattle,1,-5.596723402362794,2000,8.62399959564209,10.190500259399414,11.647000312805176,10.191749572753906,1
1233,9,seattle,0,-5.596723402362794,2000,24.988000869750977,28.92449951171875,31.49799919128418,28.583541870117188,0
1234,10,seattle,0,-5.596723402362794,2000,87.71700286865234,98.23049926757812,104.3239974975586,96.87392171223958,0
1235,11,seattle,0,-5.596723402362794,2000,70.81400299072266,74.489501953125,83.78199768066406,75.74287414550781,0
1236,12,seattle,0,-5.596723402362794,2000,61.04399871826172,72.41000366210938,96.08799743652344,74.81011962890625,0
1237,1,seattle,1,-5.596723402362794,2001,73.33000183105469,75.37300109863281,84.95899963378906,76.66429138183594,1
1238,2,seattle,12,-5.596723402362794,2001,47.71799850463867,50.499000549316406,58.034000396728516,51.396586100260414,1
1239,3,seattle,0,-5.596723402362794,2001,62.084999084472656,83.58900451660156,96.04000091552734,82.38946533203125,0
1240,4,seattle,0,-5.596723402362794,2001,59.93199920654297,72.80450439453125,76.91000366210938,71.08070882161458,0
1241,5,seattle,0,-5.596723402362794,2001,40.51100158691406,44.9010009765625,52.03300094604492,45.97950236002604,0
1242,6,seattle,0,-5.596723402362794,2001,68.66999816894531,74.59400177001953,82.89099884033203,75.10870869954427,0
1243,7,seattle,0,-5.596723402362794,2001,18.950000762939453,22.584999084472656,27.06800079345703,22.64270782470703,0
1244,8,seattle,0,-5.596723402362794,2001,48.80400085449219,52.81549835205078,59.95199966430664,53.46583048502604,0
1245,9,seattle,0,-5.596723402362794,2001,10.937999725341797,12.86299991607666,15.437000274658203,13.030540466308594,0
1246,10,seattle,1,-5.596723402362794,2001,80.0479965209961,94.65350341796875,106.71399688720703,92.95928955078125,1
1247,11,seattle,14,-5.596723402362794,2001,244.1790008544922,262.5820007324219,281.2409973144531,261.59954833984375,1
1248,12,seattle,18,-5.596723402362794,2001,154.7949981689453,189.55149841308594,221.2480010986328,191.01078287760416,1
1249,1,seattle,11,-5.596723402362794,2002,158.1750030517578,192.77700805664062,235.29100036621094,196.04361979166666,1
1250,2,seattle,5,-5.596723402362794,2002,92.40599822998047,108.42300415039062,119.00800323486328,107.23399861653645,1
1251,3,seattle,0,-5.596723402362794,2002,80.58499908447266,94.57849884033203,110.99099731445312,95.66591389973958,0
1252,4,seattle,0,-5.596723402362794,2002,59.79999923706055,80.90049743652344,86.63899993896484,77.67137654622395,0
1253,5,seattle,2,-5.596723402362794,2002,29.14900016784668,34.21050262451172,39.441001892089844,33.918914794921875,1
1254,6,seattle,1,-5.596723402362794,2002,28.11199951171875,33.56850051879883,41.52199935913086,34.226000467936196,1
1255,7,seattle,0,-5.596723402362794,2002,18.40999984741211,22.200000762939453,24.215999603271484,22.048250834147137,0
1256,8,seattle,3,-5.596723402362794,2002,2.0230000019073486,3.1689999103546143,4.269999980926514,3.1631247202555337,1
1257,9,seattle,1,-5.596723402362794,2002,12.836000442504883,15.342499732971191,16.631000518798828,15.086708068847656,1
1258,10,seattle,0,-5.596723402362794,2002,21.143999099731445,23.966999053955078,28.541000366210938,24.337626139322918,0
1259,11,seattle,1,-5.596723402362794,2002,60.87200164794922,76.17649841308594,88.4540023803711,75.27196248372395,1
1260,12,seattle,0,-5.596723402362794,2002,139.24200439453125,159.36550903320312,181.072998046875,159.99588012695312,0
1261,1,seattle,1,-5.596723402362794,2003,199.64100646972656,225.52749633789062,253.46400451660156,224.9815877278646,1
1262,2,seattle,0,-5.596723402362794,2003,35.20100021362305,40.073997497558594,44.47600173950195,40.16112518310547,0
1263,3,seattle,1,-5.596723402362794,2003,140.66900634765625,174.7965087890625,206.75399780273438,175.43851725260416,1
1264,4,seattle,1,-5.596723402362794,2003,69.64600372314453,77.94149780273438,90.23400115966797,78.56970723470052,1
1265,5,seattle,0,-5.596723402362794,2003,17.76799964904785,26.610000610351562,32.84299850463867,26.56879170735677,0
1266,6,seattle,0,-5.596723402362794,2003,11.609999656677246,18.946500778198242,22.676000595092773,18.24537531534831,0
1267,7,seattle,1,-5.596723402362794,2003,0.824999988079071,1.2009999752044678,2.2639999389648438,1.2781250476837158,1
1268,8,seattle,0,-5.596723402362794,2003,6.617000102996826,7.515000343322754,8.279999732971191,7.524791717529297,0
1269,9,seattle,0,-5.596723402362794,2003,23.27199935913086,31.789501190185547,39.30099868774414,32.14849853515625,0
1270,10,seattle,1,-5.596723402362794,2003,200.2519989013672,231.1514892578125,254.64100646972656,229.53413899739584,1
1271,11,seattle,0,-5.596723402362794,2003,139.73699951171875,152.32049560546875,165.8769989013672,153.07816569010416,0
1272,12,seattle,0,-5.596723402362794,2003,92.89199829101562,111.1760025024414,127.08100128173828,110.96400960286458,0
1273,1,seattle,1,-5.596723402362794,2004,160.34300231933594,169.5915069580078,173.9720001220703,168.52762858072916,1
1274,2,seattle,0,-5.596723402362794,2004,63.551998138427734,67.89399719238281,78.5780029296875,68.78458658854167,0
1275,3,seattle,0,-5.596723402362794,2004,38.650001525878906,57.053497314453125,64.9800033569336,55.95245869954427,0
1276,4,seattle,0,-5.596723402362794,2004,13.244000434875488,16.897998809814453,21.63599967956543,16.870333353678387,0
1277,5,seattle,0,-5.596723402362794,2004,53.152000427246094,60.40399932861328,70.5719985961914,61.39391581217448,0
1278,6,seattle,0,-5.596723402362794,2004,14.508000373840332,15.939499855041504,18.58799934387207,16.150250752766926,0
1279,7,seattle,0,-5.596723402362794,2004,4.817999839782715,9.04699993133545,12.107000350952148,8.392041524251303,0
1280,8,seattle,0,-5.596723402362794,2004,69.76799774169922,79.56100463867188,86.79900360107422,79.34970092773438,0
1281,9,seattle,3,-5.596723402362794,2004,45.797000885009766,56.503501892089844,66.7300033569336,56.78937784830729,1
1282,10,seattle,0,-5.596723402362794,2004,72.00700378417969,75.07049560546875,82.70600128173828,75.91258239746094,0
1283,11,seattle,0,-5.596723402362794,2004,76.84300231933594,86.51199340820312,91.85199737548828,86.60545857747395,0
1284,12,seattle,0,-5.596723402362794,2004,127.70099639892578,140.32550048828125,155.49200439453125,139.2439982096354,0
1285,1,seattle,1,-5.596723402362794,2005,92.5260009765625,102.99099731445312,116.19000244140625,104.28908284505208,1
1286,2,seattle,1,-5.596723402362794,2005,26.10700035095215,30.002498626708984,30.83099937438965,29.42241923014323,1
1287,3,seattle,0,-5.596723402362794,2005,70.91200256347656,89.53199768066406,104.16500091552734,89.7930908203125,0
1288,4,seattle,1,-5.596723402362794,2005,83.63500213623047,97.27949523925781,109.25299835205078,97.53003946940105,1
1289,5,seattle,0,-5.596723402362794,2005,66.74500274658203,71.94949340820312,77.76499938964844,72.52524820963542,0
1290,6,seattle,0,-5.596723402362794,2005,44.97100067138672,60.03949737548828,64.30000305175781,56.9462890625,0
1291,7,seattle,0,-5.596723402362794,2005,24.61199951171875,26.35649871826172,29.413000106811523,26.704376220703125,0
1292,8,seattle,0,-5.596723402362794,2005,6.36299991607666,7.923999786376953,9.744000434875488,7.938875198364258,0
1293,9,seattle,0,-5.596723402362794,2005,32.678001403808594,36.4109992980957,37.53499984741211,35.972208658854164,0
1294,10,seattle,0,-5.596723402362794,2005,67.43699645996094,73.65249633789062,83.74400329589844,74.36641438802083,0
1295,11,seattle,1,-5.596723402362794,2005,118.66300201416016,141.35850524902344,157.41099548339844,142.03082275390625,1
1296,12,seattle,2,-5.596723402362794,2005,167.91099548339844,179.23500061035156,203.781005859375,182.42390950520834,1
1297,1,seattle,7,-5.596723402362794,2006,230.2449951171875,277.21600341796875,314.8999938964844,274.8205159505208,1
1298,2,seattle,3,-5.596723402362794,2006,73.34100341796875,77.58700561523438,86.40499877929688,78.14888000488281,1
1299,3,seattle,0,-5.596723402362794,2006,45.85900115966797,57.38800048828125,72.8740005493164,58.06274922688802,0
1300,4,seattle,0,-5.596723402362794,2006,47.86899948120117,61.114501953125,70.0510025024414,60.826416015625,0
1301,5,seattle,0,-5.596723402362794,2006,48.904998779296875,59.05099868774414,67.80599975585938,59.27324930826823,0
1302,6,seattle,0,-5.596723402362794,2006,44.62200164794922,46.243499755859375,47.60300064086914,46.285003662109375,0
1303,7,seattle,0,-5.596723402362794,2006,1.965999960899353,2.320499897003174,2.803999900817871,2.337375005086263,0
1304,8,seattle,0,-5.596723402362794,2006,0.5519999861717224,2.493000030517578,3.8480000495910645,2.395333449045817,0
1305,9,seattle,0,-5.596723402362794,2006,36.571998596191406,39.162498474121094,42.16899871826172,39.1302490234375,0
1306,10,seattle,0,-5.596723402362794,2006,36.28099822998047,40.435997009277344,41.76499938964844,39.947957356770836,0
1307,11,seattle,6,-5.596723402362794,2006,295.3680114746094,340.4049987792969,378.3900146484375,341.7549235026042,1
1308,12,seattle,11,-5.596723402362794,2006,163.56900024414062,185.5264892578125,205.89599609375,186.1768798828125,1
1309,1,seattle,3,-5.596723402362794,2007,105.91300201416016,127.0060043334961,142.09800720214844,125.85791015625,1
1310,2,seattle,0,-5.596723402362794,2007,46.513999938964844,66.71649932861328,84.47200012207031,66.21358235677083,0
1311,3,seattle,1,-5.596723402362794,2007,74.52100372314453,109.37049865722656,124.36299896240234,105.89023844401042,1
1312,4,seattle,1,-5.596723402362794,2007,25.35099983215332,31.243000030517578,38.520999908447266,31.204833984375,1
1313,5,seattle,0,-5.596723402362794,2007,35.35300064086914,38.0989990234375,39.847999572753906,38.21821085611979,0
1314,6,seattle,1,-5.596723402362794,2007,25.062999725341797,30.268001556396484,35.36800003051758,30.244290669759113,1
1315,7,seattle,0,-5.596723402362794,2007,33.43600082397461,37.534000396728516,41.00899887084961,37.26666768391927,0
1316,8,seattle,0,-5.596723402362794,2007,19.083999633789062,25.874000549316406,28.229000091552734,24.634501139322918,0
1317,9,seattle,0,-5.596723402362794,2007,33.012001037597656,36.019500732421875,40.33000183105469,36.430501302083336,0
1318,10,seattle,1,-5.596723402362794,2007,96.81800079345703,103.33650207519531,114.99700164794922,104.20858764648438,1
1319,11,seattle,0,-5.596723402362794,2007,70.65699768066406,76.86949920654297,87.69999694824219,77.27587381998698,0
1320,12,seattle,25,-5.596723402362794,2007,213.31300354003906,230.63099670410156,264.8819885253906,233.62984212239584,1
1321,1,seattle,4,-5.596723402362794,2008,95.322998046875,103.02799987792969,122.03500366210938,104.15378824869792,1
1322,2,seattle,1,-5.596723402362794,2008,38.678001403808594,47.746498107910156,54.78099822998047,47.580668131510414,1
1323,3,seattle,0,-5.596723402362794,2008,83.77899932861328,93.9645004272461,104.06600189208984,94.18961588541667,0
1324,4,seattle,0,-5.596723402362794,2008,41.983001708984375,49.490501403808594,59.86800003051758,49.371297200520836,0
1325,5,seattle,0,-5.596723402362794,2008,21.076000213623047,22.759498596191406,26.08300018310547,22.985501607259113,0
1326,6,seattle,0,-5.596723402362794,2008,39.2400016784668,48.769500732421875,52.59000015258789,46.961212158203125,0
1327,7,seattle,1,-5.596723402362794,2008,4.376999855041504,9.33449935913086,11.539999961853027,8.668083190917969,1
1328,8,seattle,0,-5.596723402362794,2008,64.55000305175781,70.32099914550781,73.99500274658203,69.67050170898438,0
1329,9,seattle,0,-5.596723402362794,2008,11.574999809265137,14.559499740600586,21.128000259399414,15.712209065755209,0
1330,10,seattle,0,-5.596723402362794,2008,35.78499984741211,40.746498107910156,52.76100158691406,41.69937642415365,0
1331,11,seattle,0,-5.596723402362794,2008,119.38600158691406,128.4879913330078,153.7530059814453,130.1346232096354,0
1332,12,seattle,0,-5.596723402362794,2008,83.24800109863281,104.41650390625,111.58799743652344,100.15749104817708,0
1333,1,seattle,2,-5.596723402362794,2009,73.89800262451172,87.73199462890625,117.37999725341797,89.38987223307292,1
1334,2,seattle,0,-5.596723402362794,2009,36.152000427246094,42.284000396728516,48.45800018310547,41.743001302083336,0
1335,3,seattle,0,-5.596723402362794,2009,71.3499984741211,82.47050476074219,101.13300323486328,85.95775349934895,0
1336,4,seattle,0,-5.596723402362794,2009,67.15399932861328,76.57400512695312,81.63899993896484,75.58387756347656,0
1337,5,seattle,1,-5.596723402362794,2009,92.2030029296875,98.99600219726562,106.47799682617188,99.02870686848958,1
1338,6,seattle,0,-5.596723402362794,2009,3.1570000648498535,5.896500110626221,8.904000282287598,6.088208516438802,0
1339,7,seattle,0,-5.596723402362794,2009,1.0750000476837158,2.7144999504089355,4.607999801635742,2.7995001475016275,0
1340,8,seattle,0,-5.596723402362794,2009,18.309999465942383,21.041000366210938,25.6560001373291,21.73687489827474,0
1341,9,seattle,0,-5.596723402362794,2009,46.494998931884766,51.27000045776367,58.547000885009766,51.61750284830729,0
1342,10,seattle,1,-5.596723402362794,2009,121.41200256347656,137.0605010986328,152.28900146484375,137.39037068684897,1
1343,11,seattle,5,-5.596723402362794,2009,215.48899841308594,233.50949096679688,243.53900146484375,232.97625732421875,1
1344,12,seattle,0,-5.596723402362794,2009,53.25299835205078,67.38349914550781,78.56999969482422,66.66004435221355,0
1345,1,seattle,2,-5.596723402362794,2010,169.15199279785156,185.62249755859375,205.7830047607422,185.95475260416666,1
1346,2,seattle,2,-5.596723402362794,2010,68.74199676513672,89.91999816894531,102.677001953125,88.79807535807292,1
1347,3,seattle,0,-5.596723402362794,2010,76.33399963378906,84.84849548339844,89.4229965209961,84.0587870279948,0
1348,4,seattle,0,-5.596723402362794,2010,75.07499694824219,82.0719985961914,87.69000244140625,81.76241556803386,0
1349,5,seattle,0,-5.596723402362794,2010,69.36199951171875,83.33000183105469,91.10399627685547,82.27120971679688,0
1350,6,seattle,1,-5.596723402362794,2010,54.88399887084961,60.55799865722656,70.802001953125,61.8092041015625,1
1351,7,seattle,0,-5.596723402362794,2010,5.13100004196167,8.825000762939453,16.115999221801758,8.70787493387858,0
1352,8,seattle,0,-5.596723402362794,2010,7.828999996185303,9.472999572753906,10.85200023651123,9.471333185831705,0
1353,9,seattle,0,-5.596723402362794,2010,96.97100067138672,107.90449523925781,114.04000091552734,107.38083902994792,0
1354,10,seattle,0,-5.596723402362794,2010,93.12000274658203,102.92100524902344,120.10600280761719,105.03605143229167,0
1355,11,seattle,0,-5.596723402362794,2010,101.60299682617188,117.01300048828125,125.93399810791016,116.73286946614583,0
1356,12,seattle,43,-5.596723402362794,2010,215.7729949951172,230.88250732421875,256.22601318359375,232.3153076171875,1
1357,1,seattle,0,-5.596723402362794,2011,105.3740005493164,122.01849365234375,136.375,120.10245768229167,0
1358,2,seattle,2,-5.596723402362794,2011,73.43000030517578,82.15399932861328,88.70600128173828,81.65346272786458,1
1359,3,seattle,22,-5.596723402362794,2011,155.01499938964844,168.08050537109375,179.12100219726562,167.3677978515625,1
1360,4,seattle,4,-5.596723402362794,2011,79.49500274658203,92.88949584960938,98.13899993896484,91.50274658203125,1
1361,5,seattle,1,-5.596723402362794,2011,72.79100036621094,77.78300476074219,86.1050033569336,77.86241658528645,1
1362,6,seattle,0,-5.596723402362794,2011,26.110000610351562,33.38399887084961,43.555999755859375,34.095418294270836,0
1363,7,seattle,0,-5.596723402362794,2011,16.639999389648438,21.157501220703125,25.417999267578125,20.799583435058594,0
1364,8,seattle,0,-5.596723402362794,2011,1.3459999561309814,2.123000144958496,4.576000213623047,2.3942082722981772,0
1365,9,seattle,0,-5.596723402362794,2011,21.33099937438965,25.560501098632812,33.84299850463867,26.703831990559895,0
1366,10,seattle,0,-5.596723402362794,2011,68.9260025024414,77.83100128173828,89.42500305175781,78.55867004394531,0
1367,11,seattle,0,-5.596723402362794,2011,135.39100646972656,146.0554962158203,158.38900756835938,146.9659627278646,0
